generacion,pokemon,nombre_anterior,nombre_nuevo,etapa,fitness_antes,fitness_despues,mejora,tipo
4,Kanto_003,Child_080717,Child_080717-II,1,0.9405765235226856,0.9989125634983627,0.058336039975677045,normal
5,ROUGE,ROUGE-V,ROUGE-OMEGA,5,1.08,1.08,0.0,normal
5,Kanto_063,Child_045093-III,Child_045093-IV,3,1.08,1.08,0.0,normal
5,Kanto_079,Child_038882-II,Child_038882-III,2,1.08,1.08,0.0,normal
5,Kanto_026,Child_080430,Child_080430-II,1,0.9984768351399822,1.0,0.0015231648600178005,normal
5,Kanto_015,Child_016609,Child_016609-II,1,0.9657557531470433,1.0,0.03424424685295668,normal
5,Kanto_003,Child_050520,Child_050520-II,1,0.9775024027505119,1.0,0.022497597249488077,normal
5,Kanto_063,Child_093897-II,Child_093897-III,2,1.0347294413942791,1.05,0.015270558605720908,normal
5,Kanto_039,Child_095436-II,Child_095436-III,2,1.0,1.0,0.0,normal
5,Kanto_003,Child_084921,Child_084921-II,1,0.9517237466861067,1.0,0.04827625331389329,normal
5,Kanto_079,Child_071766,Child_071766-II,1,0.885491389544215,0.9941050826322491,0.10861369308803404,normal
5,Kanto_063,Child_018894,Child_018894-II,1,1.0125160495202863,1.05,0.03748395047971376,normal
5,Kanto_063,Child_049432,Child_049432-II,1,1.065339398108442,1.08,0.014660601891558045,normal
5,Kanto_003,Child_009281,Child_009281-II,1,0.9962964070575532,1.0,0.0037035929424468206,normal
5,Kanto_026,Child_060622,Child_060622-II,1,0.9241577416759755,1.0,0.07584225832402447,normal
5,Kanto_079,Child_051553,Child_051553-II,1,0.9814094177717663,1.0,0.018590582228233732,normal
5,Kanto_040,Child_096535,Child_096535-II,1,0.9776787460868588,1.0,0.022321253913141215,normal
5,ROUGE,Child_073797,ROUGE-II,1,0.973984110170018,1.0,0.026015889829982042,normal
5,Kanto_063,Child_054634,Child_054634-II,1,0.9910799725209387,1.0,0.008920027479061288,normal
5,Kanto_009,Child_016712-III,Child_016712-IV,3,0.9899307839965927,1.0,0.010069216003407266,normal
5,Kanto_063,Child_045093-IV,Child_045093-V,4,1.08,1.08,0.0,normal
5,Kanto_063,Child_050089,Child_050089-II,1,1.0765680887527214,1.08,0.0034319112472787072,normal
5,Kanto_040,Child_067148,Child_067148-II,1,1.0684223994404514,1.08,0.011577600559548706,normal
5,Kanto_015,Child_019824,Child_019824-II,1,1.0606121034004918,1.08,0.019387896599508236,normal
5,Kanto_040,Child_072486,Child_072486-II,1,0.9809442032812701,1.0,0.019055796718729923,normal
5,Kanto_063,Child_029839,Child_029839-II,1,1.039806439623308,1.05,0.010193560376692057,normal
5,Kanto_040,Child_064109,Child_064109-II,1,1.0585608680197554,1.08,0.02143913198024472,normal
5,Kanto_003,Child_053694,Child_053694-II,1,1.0466493063637605,1.05,0.003350693636239521,normal
5,Kanto_063,Child_038038,Child_038038-II,1,0.9330393520031373,1.0,0.06696064799686274,normal
5,Kanto_063,Child_005140,Child_005140-II,1,0.9920452410644489,1.0,0.007954758935551087,normal
5,Kanto_015,Child_098693-II,Child_098693-III,2,1.0733431103750868,1.08,0.006656889624913287,normal
5,Kanto_026,Child_040810,Child_040810-II,1,0.9916508373789634,1.0,0.008349162621036577,normal
5,Kanto_040,Child_018022,Child_018022-II,1,0.9786040573086725,1.0,0.021395942691327496,normal
5,Kanto_057,Child_004675,Child_004675-II,1,1.0238702501518289,1.08,0.056129749848171206,normal
5,Kanto_079,Child_049817-II,Child_049817-III,2,0.9714294891807045,1.0,0.028570510819295514,normal
5,Kanto_057,Child_064899,Child_064899-II,1,1.0465372457411306,1.05,0.0034627542588694382,normal
5,Kanto_003,Child_018652,Child_018652-II,1,0.9891694079309772,1.0,0.010830592069022815,normal
5,Kanto_063,Child_038662,Child_038662-II,1,0.9722175722183642,1.0,0.027782427781635755,normal
5,Kanto_015,Child_018075,Child_018075-II,1,1.0478856726488803,1.05,0.002114327351119716,normal
5,Kanto_015,Child_098230,Child_098230-II,1,0.9970109179847935,1.0,0.0029890820152065345,normal
5,Kanto_040,Child_054731,Child_054731-II,1,1.0630433036822773,1.08,0.016956696317722786,normal
5,Kanto_040,Child_060764,Child_060764-II,1,1.0366180788452402,1.05,0.01338192115475989,normal
5,Kanto_039,Child_021920,Child_021920-II,1,0.9918237109526684,1.0,0.008176289047331586,normal
5,Kanto_015,Child_028097,Child_028097-II,1,1.0497191519996756,1.05,0.0002808480003244629,normal
5,Kanto_039,Child_074775,Child_074775-II,1,1.0,1.0,0.0,normal
5,Kanto_003,Child_098526,Child_098526-II,1,0.9974394852164623,1.0,0.002560514783537693,normal
5,Kanto_003,Child_032793,Child_032793-II,1,1.0758125690759555,1.08,0.004187430924044611,normal
5,Kanto_040,Child_042185,Child_042185-II,1,1.0445408412289523,1.08,0.03545915877104777,normal
5,Kanto_063,Child_047823,Child_047823-II,1,0.9945266915510806,1.0,0.005473308448919356,normal
5,Kanto_040,Child_037409,Child_037409-II,1,0.9885185861074721,1.0,0.01148141389252788,normal
5,Kanto_003,Child_034741,Child_034741-II,1,0.9724463938465127,1.0,0.027553606153487342,normal
5,Kanto_063,Child_080896,Child_080896-II,1,1.0685522906348401,1.08,0.01144770936515993,normal
5,Kanto_003,Child_009775,Child_009775-II,1,1.044518509636354,1.05,0.00548149036364598,normal
5,Kanto_003,Child_069897,Child_069897-II,1,0.9932380682284856,1.0,0.006761931771514407,normal
5,Kanto_003,Child_066768,Child_066768-II,1,0.9981060945904123,1.0,0.0018939054095876706,normal
5,ROUGE,Child_015583,ROUGE-II,1,1.0798295338422133,1.08,0.0001704661577868194,normal
5,Kanto_063,Child_099450,Child_099450-II,1,1.0539615200957493,1.08,0.02603847990425079,normal
5,Kanto_040,Child_030089,Child_030089-II,1,1.0633492018369621,1.08,0.01665079816303794,normal
5,Kanto_040,Child_067259,Child_067259-II,1,1.0272966537721329,1.0485383399404649,0.021241686168331997,normal
5,Kanto_004,Child_090076-III,Child_090076-IV,3,0.9959730187046061,1.0,0.004026981295393917,normal
5,Kanto_003,Child_007767,Child_007767-II,1,0.9928109049288287,1.0,0.00718909507117127,normal
5,Kanto_039,Child_083913,Child_083913-II,1,0.989291305888931,1.0,0.010708694111069006,normal
5,Kanto_003,Child_092967,Child_092967-II,1,1.0695312374633135,1.08,0.010468762536686604,normal
5,ROUGE,Child_048969,ROUGE-II,1,1.0778747456011082,1.08,0.002125254398891885,normal
5,Kanto_063,Child_004499-II,Child_004499-III,2,1.0659441381540344,1.08,0.014055861845965634,normal
5,Kanto_040,Child_098937,Child_098937-II,1,0.9919988901281382,1.0,0.008001109871861756,normal
5,Kanto_015,Child_071653,Child_071653-II,1,1.053745039275028,1.08,0.02625496072497202,normal
5,Kanto_057,Child_065524,Child_065524-II,1,0.992189600266959,1.0,0.007810399733040985,normal
5,Kanto_063,Child_026775,Child_026775-II,1,1.0616385822217744,1.08,0.01836141777822564,normal
5,Kanto_055,Child_049029,Child_049029-II,1,0.9544238481300737,1.0,0.04557615186992625,normal
5,Kanto_063,Child_017595,Child_017595-II,1,0.8204666208186808,1.0120316208186808,0.19156499999999999,normal
5,Kanto_046,Child_023838,Child_023838-II,1,0.621263612363337,0.7672886123633371,0.14602500000000007,normal
5,Kanto_040,Child_009411,Child_009411-II,1,1.0458670200413442,1.05,0.0041329799586558025,normal
5,Kanto_046,Child_044471,Child_044471-II,1,0.9998133856711724,1.0,0.00018661432882760565,normal
5,Kanto_040,Child_019930,Child_019930-II,1,1.074255894373739,1.08,0.005744105626261042,normal
5,Kanto_079,Child_012188,Child_012188-II,1,1.0439259781856403,1.08,0.036074021814359813,normal
5,Kanto_040,Child_002260,Child_002260-II,1,0.9999699840472356,1.0,3.0015952764417264e-05,normal
5,Kanto_011,Child_065329-II,Child_065329-III,2,0.9665096612042432,1.0,0.0334903387957568,normal
5,Kanto_040,Child_047849,Child_047849-II,1,1.0763302395086014,1.08,0.003669760491398666,normal
5,Kanto_015,Child_055730,Child_055730-II,1,1.08,1.08,0.0,normal
5,Kanto_079,Child_036872,Child_036872-II,1,1.0743390956303713,1.08,0.005660904369628739,normal
6,Kanto_063,Child_045093-V,Child_045093-OMEGA,5,1.08,1.08,0.0,normal
6,Kanto_079,Child_038882-III,Child_038882-IV,3,1.08,1.08,0.0,normal
6,Kanto_063,Child_088205,Child_088205-II,1,1.0,1.0,0.0,normal
6,Kanto_003,Child_001641,Child_001641-II,1,0.9969872832230307,1.0,0.0030127167769693486,normal
6,Kanto_015,Child_020964,Child_020964-II,1,1.0,1.0,0.0,normal
6,Kanto_079,Child_021272,Child_021272-II,1,1.0,1.0,0.0,normal
6,Kanto_003,Child_012754,Child_012754-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_038501,Child_038501-II,1,1.08,1.08,0.0,normal
6,Kanto_003,Child_034662,Child_034662-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_083676,Child_083676-II,1,1.08,1.08,0.0,normal
6,Kanto_040,Child_060885,Child_060885-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_039321,Child_039321-II,1,1.08,1.08,0.0,normal
6,Kanto_015,Child_044117,Child_044117-II,1,1.0765357791123524,1.08,0.00346422088764764,normal
6,Kanto_003,Child_080413,Child_080413-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_086292,Child_086292-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_077833,Child_077833-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_099400,Child_099400-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_012233,Child_012233-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_016458,Child_016458-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_028542,Child_028542-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_049432-II,Child_049432-III,2,1.08,1.08,0.0,normal
6,Kanto_015,Child_051822,Child_051822-II,1,1.08,1.08,0.0,normal
6,Kanto_079,Child_028876,Child_028876-II,1,1.0,1.0,0.0,normal
6,Kanto_003,Child_091370,Child_091370-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_054628,Child_054628-II,1,1.0465033696372872,1.05,0.0034966303627128603,normal
6,Kanto_079,Child_046985,Child_046985-II,1,1.08,1.08,0.0,normal
6,Kanto_015,Child_089238,Child_089238-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_058253,Child_058253-II,1,1.05,1.05,0.0,normal
6,Kanto_063,Child_036882,Child_036882-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_002753,Child_002753-II,1,0.9935115911612351,1.0,0.006488408838764892,normal
6,Kanto_063,Child_043394,Child_043394-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_028583,Child_028583-II,1,0.883924116370009,0.9862961363256728,0.1023720199556638,normal
6,ROUGE,Child_000637,ROUGE-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_084374,Child_084374-II,1,1.05,1.05,0.0,normal
6,Kanto_063,Child_052243,Child_052243-II,1,0.9987986129134621,1.0,0.0012013870865379417,normal
6,Kanto_040,Child_036209,Child_036209-II,1,1.08,1.08,0.0,normal
6,Kanto_003,Child_066768-II,Child_066768-III,2,0.9741821111226809,1.0,0.025817888877319062,normal
6,Kanto_063,Child_052935,Child_052935-II,1,1.0,1.0,0.0,normal
6,Kanto_057,Child_093779,Child_093779-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_053541,Child_053541-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_020297,Child_020297-II,1,1.05,1.05,0.0,normal
6,Kanto_004,Child_000421,Child_000421-II,1,1.0,1.0,0.0,normal
6,Kanto_015,Child_009641,Child_009641-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_043415,Child_043415-II,1,1.0,1.0,0.0,normal
6,Kanto_079,Child_056328,Child_056328-II,1,1.08,1.08,0.0,normal
6,Kanto_057,Child_092462,Child_092462-II,1,0.9980931761997138,1.0,0.0019068238002861726,normal
6,Kanto_040,Child_062996,Child_062996-II,1,1.08,1.08,0.0,normal
6,Kanto_057,Child_034635,Child_034635-II,1,0.9994305061565544,1.0,0.0005694938434456231,normal
6,Kanto_063,Child_083030,Child_083030-II,1,1.08,1.08,0.0,normal
6,Kanto_079,Child_065249,Child_065249-II,1,1.0,1.0,0.0,normal
6,Kanto_063,Child_029367,Child_029367-II,1,1.0,1.0,0.0,normal
6,Kanto_057,Child_022408,Child_022408-II,1,1.05,1.05,0.0,normal
6,Kanto_040,Child_003609,Child_003609-II,1,1.08,1.08,0.0,normal
6,Kanto_079,Child_076412,Child_076412-II,1,1.0,1.0,0.0,normal
6,Kanto_057,Child_029400,Child_029400-II,1,1.0,1.0,0.0,normal
6,Kanto_057,Child_090140,Child_090140-II,1,1.0795911116883643,1.08,0.0004088883116357689,normal
6,Kanto_040,Child_060600,Child_060600-II,1,1.0,1.0,0.0,normal
6,Kanto_003,Child_002412,Child_002412-II,1,1.08,1.08,0.0,normal
6,Kanto_040,Child_013409,Child_013409-II,1,0.968717792016925,1.0,0.03128220798307502,normal
6,Kanto_003,Child_069897-II,Child_069897-III,2,1.0,1.0,0.0,normal
6,Kanto_003,Child_065164,Child_065164-II,1,1.0,1.0,0.0,normal
6,ROUGE,Child_002776,ROUGE-II,1,1.08,1.08,0.0,normal
6,ROUGE,Child_037149,ROUGE-II,1,1.08,1.08,0.0,normal
6,Kanto_003,Child_053694-II,Child_053694-III,2,1.05,1.05,0.0,normal
6,ROUGE,Child_071060,ROUGE-II,1,1.0700841221114672,1.08,0.009915877888532876,normal
6,Kanto_040,Child_003971,Child_003971-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_040070,Child_040070-II,1,1.08,1.08,0.0,normal
6,Kanto_015,Child_021997,Child_021997-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_002826,Child_002826-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_099592,Child_099592-II,1,1.08,1.08,0.0,normal
6,Kanto_040,Child_047849-II,Child_047849-III,2,1.08,1.08,0.0,normal
6,Kanto_003,Child_035033,Child_035033-II,1,1.0472428684118906,1.05,0.0027571315881094183,normal
6,Kanto_063,Child_014783,Child_014783-II,1,1.08,1.08,0.0,normal
6,Kanto_063,Child_000036,Child_000036-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_075664,Child_075664-II,1,1.08,1.08,0.0,normal
6,Kanto_040,Child_013601,Child_013601-II,1,1.069295640486932,1.08,0.010704359513068029,normal
6,Kanto_015,Child_055244,Child_055244-II,1,1.0,1.0,0.0,normal
6,Kanto_039,Child_039319,Child_039319-II,1,1.0,1.0,0.0,normal
6,Kanto_040,Child_037409-II,Child_037409-III,2,1.0,1.0,0.0,normal
7,Kanto_079,Child_038882-IV,Child_038882-V,4,1.08,1.08,0.0,normal
7,Kanto_040,Child_065371,Child_065371-II,1,1.0,1.0,0.0,normal
7,Kanto_057,Child_092462-II,Child_092462-III,2,1.0,1.0,0.0,normal
7,Kanto_063,Child_083676,Child_083676-II,1,0.9998804634716214,1.0,0.0001195365283785943,normal
7,Kanto_057,Child_005903,Child_005903-II,1,1.0,1.0,0.0,normal
7,Kanto_079,Child_039299,Child_039299-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_087406,Child_087406-II,1,1.08,1.08,0.0,normal
7,Kanto_015,Child_032669,Child_032669-II,1,0.9911020907990924,1.0,0.008897909200907606,normal
7,Kanto_063,Child_028542-II,Child_028542-III,2,1.08,1.08,0.0,normal
7,Kanto_063,Child_020021,Child_020021-II,1,1.047648812058715,1.08,0.032351187941285,normal
7,Kanto_003,Child_043542,Child_043542-II,1,0.9882409003866552,1.0,0.011759099613344759,normal
7,Kanto_063,Child_013718,Child_013718-II,1,1.0,1.0,0.0,normal
7,Kanto_063,Child_011889,Child_011889-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_094645,Child_094645-II,1,1.08,1.08,0.0,normal
7,Kanto_003,Child_035033-II,Child_035033-III,2,1.05,1.05,0.0,normal
7,Kanto_063,Child_006098,Child_006098-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_088483,Child_088483-II,1,1.0,1.0,0.0,normal
7,ROUGE,Child_005114,ROUGE-II,1,1.0,1.0,0.0,normal
7,Kanto_015,Child_052613,Child_052613-II,1,1.08,1.08,0.0,normal
7,Kanto_079,Child_059721,Child_059721-II,1,1.0,1.0,0.0,normal
7,Kanto_079,Child_017620,Child_017620-II,1,1.0698292786989798,1.08,0.010170721301020258,normal
7,Kanto_079,Child_059795,Child_059795-II,1,1.0,1.0,0.0,normal
7,Kanto_015,Child_086860,Child_086860-II,1,1.0,1.0,0.0,normal
7,Kanto_015,Child_034318,Child_034318-II,1,1.05,1.05,0.0,normal
7,Kanto_040,Child_033177,Child_033177-II,1,0.988037559755081,1.0,0.011962440244918993,normal
7,Kanto_015,Child_035722,Child_035722-II,1,1.08,1.08,0.0,normal
7,Kanto_015,Child_046946,Child_046946-II,1,1.08,1.08,0.0,normal
7,Kanto_057,Child_027233,Child_027233-II,1,1.0,1.0,0.0,normal
7,Kanto_063,Child_033687,Child_033687-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_042735,Child_042735-II,1,1.0,1.0,0.0,normal
7,Kanto_057,Child_028784,Child_028784-II,1,1.0,1.0,0.0,normal
7,Kanto_057,Child_032742,Child_032742-II,1,1.0,1.0,0.0,normal
7,Kanto_040,Child_029388,Child_029388-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_091197,Child_091197-II,1,1.0,1.0,0.0,normal
7,Kanto_063,Child_060940,Child_060940-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_042394,Child_042394-II,1,0.9616647568108722,0.9880647568108721,0.02639999999999998,normal
7,Kanto_040,Child_013413,Child_013413-II,1,1.0608974414502539,1.08,0.019102558549746185,normal
7,Kanto_040,Child_009683,Child_009683-II,1,1.05,1.05,0.0,normal
7,Kanto_040,Child_003971-II,Child_003971-III,2,1.08,1.08,0.0,normal
7,Kanto_063,Child_073686,Child_073686-II,1,1.0,1.0,0.0,normal
7,Kanto_063,Child_012351,Child_012351-II,1,1.0,1.0,0.0,normal
7,Kanto_040,Child_053626,Child_053626-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_070545,Child_070545-II,1,1.05,1.05,0.0,normal
7,Kanto_040,Child_075664-II,Child_075664-III,2,1.08,1.08,0.0,normal
7,Kanto_015,Child_009641-II,Child_009641-III,2,1.0,1.0,0.0,normal
7,Kanto_040,Child_022976,Child_022976-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_071779,Child_071779-II,1,1.0,1.0,0.0,normal
7,ROUGE,Child_047691,ROUGE-II,1,0.9905265251214934,1.0,0.009473474878506583,normal
7,Kanto_040,Child_072197,Child_072197-II,1,1.0299091041255664,1.08,0.050090895874433716,normal
7,Kanto_057,Child_002827,Child_002827-II,1,1.08,1.08,0.0,normal
7,Kanto_015,Child_007549,Child_007549-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_065628,Child_065628-II,1,1.08,1.08,0.0,normal
7,Kanto_057,Child_013006,Child_013006-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_022182,Child_022182-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_051674,Child_051674-II,1,1.0,1.0,0.0,normal
7,Kanto_063,Child_027454,Child_027454-II,1,1.0465205727937703,1.08,0.03347942720622976,normal
7,Kanto_040,Child_083279,Child_083279-II,1,1.05,1.05,0.0,normal
7,Kanto_004,Child_073857,Child_073857-II,1,1.0,1.0,0.0,normal
7,Kanto_057,Child_093779-II,Child_093779-III,2,1.0,1.0,0.0,normal
7,Kanto_040,Child_007913,Child_007913-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_017375,Child_017375-II,1,0.9857883956219267,1.0,0.01421160437807334,normal
7,Kanto_063,Child_009203,Child_009203-II,1,1.08,1.08,0.0,normal
7,Kanto_079,Child_060914,Child_060914-II,1,1.0,1.0,0.0,normal
7,Kanto_079,Child_056328-II,Child_056328-III,2,1.08,1.08,0.0,normal
7,Kanto_040,Child_074348,Child_074348-II,1,1.0,1.0,0.0,normal
7,Kanto_063,Child_037049,Child_037049-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_099463,Child_099463-II,1,1.08,1.08,0.0,normal
7,Kanto_063,Child_088205-II,Child_088205-III,2,1.0,1.0,0.0,normal
7,Kanto_040,Child_011437,Child_011437-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_034880,Child_034880-II,1,1.08,1.08,0.0,normal
7,Kanto_004,Child_070679,Child_070679-II,1,1.0,1.0,0.0,normal
7,Kanto_040,Child_038695,Child_038695-II,1,1.048414009185669,1.05,0.0015859908143309731,normal
7,Kanto_063,Child_092092,Child_092092-II,1,1.0,1.0,0.0,normal
7,Kanto_040,Child_002397,Child_002397-II,1,1.08,1.08,0.0,normal
7,Kanto_003,Child_090211,Child_090211-II,1,1.05,1.05,0.0,normal
7,ROUGE,Child_068858,ROUGE-II,1,1.08,1.08,0.0,normal
7,Kanto_040,Child_038501-II,Child_038501-III,2,1.0587180347547902,1.08,0.021281965245209866,normal
7,Kanto_063,Child_047183,Child_047183-II,1,1.08,1.08,0.0,normal
